,Search_Location,Search_Keywords,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time,Unnamed: 10
546,"New York, NY",social impact,Researcher (Research Communications Manager),https://www.indeed.com/rc/clk?jk=e1f0dcf5a5d20cf6&fccid=8077183a161ef0fd&vjs=3,New York University," Track public impact of lab research and activities, and strategize how to increase impact.
 Develop the center website and social media accounts in a way that","New York, NY 10012 
(Greenwich Village area)","Posted
Posted 30+ days ago",4.2,09/10/2022,
547,"New York, NY",social impact,Advertiser Relationships Coordinator,https://www.indeed.com/rc/clk?jk=ae8d62e6842cde2c&fccid=663ece44ae074b32&vjs=3,TransUnion," Evangelize TransUnion’s Data Marketplace to target agencies through persistent and timely e-mails, calls, and targeted outreach messages on social media","New York, NY","Posted
Posted 30+ days ago",3.8,09/10/2022,
548,"New York, NY",social impact,"Director, Monitoring, Evaluation and Learning (Hybrid Schedu...",https://www.indeed.com/rc/clk?jk=aefd949e48c35022&fccid=bd976cc171c690e0&vjs=3,Columbia University," Designs MEL policy and multi-year strategies that demonstrate evidence of organizational, strategic and programmatic impact across CG","Manhattanville, NY","Posted
Posted 10 days ago",4.1,09/10/2022,
549,"New York, NY",social impact,Social Worker LMSW/ LCSW Long Term Per diem/Long Term Contra...,https://www.indeed.com/rc/clk?jk=2f701a37640e44a3&fccid=831224f7a3548319&vjs=3,FlexStaff," Provides interdisciplinary team with assessment findings and suggests potential impact on overall care of patient.
 Master of Social Work required","New York, NY","Posted
Posted 2 days ago",4.3,09/10/2022,
550,"New York, NY",social impact,Academic Assessment Officer,https://www.indeed.com/rc/clk?jk=04913467d6d34d67&fccid=8077183a161ef0fd&vjs=3,New York University," Doctoral Degree in social sciences, education, policy, management, business, law or others with appropriate experience and skills","Hybrid remote in New York, NY 10012","Posted
Posted 30+ days ago",4.2,09/10/2022,
551,"New York, NY",social impact,Intelligence Analyst,https://www.indeed.com/rc/clk?jk=dd98e039d8ec21e5&fccid=2cbaae216304279f&vjs=3,Queens District Attorney's Office," Coordinates with QDA bureaus in offering litigation support services including evaluation for alternatives to incarceration, witness background and social media","Kew Gardens, NY","Posted
Posted 30+ days ago",4.1,09/10/2022,
552,"New York, NY",social impact,"Senior Associate, Content and Engagement",https://www.indeed.com/rc/clk?jk=94b9f9fc7c930ee4&fccid=c4fbc8d763b3f3b5&vjs=3,Macquarie Group Limited, Assisting with the planning and execution of our social media strategy in the Americas in collaboration with our Media and External Communications team,"New York, NY","Posted
Posted 30+ days ago",3.8,09/10/2022,
553,"New York, NY",social impact,Copywriter – Healthcare Experience,https://www.indeed.com/rc/clk?jk=c0233fdf33beaabc&fccid=dc22fa0868e64a10&vjs=3,Porter Novelli," The future is highly shareable content (the gamut), immersive experiential marketing, social media campaigns, influencer co-creation and provocative digital","New York, NY 10017 
(Tudor City area)","Posted
Posted 30+ days ago",3.3,09/10/2022,
554,"New York, NY",social impact,Receptionist/Intake Officer,https://www.indeed.com/rc/clk?jk=cac55c595d85b8d7&fccid=5d5fde8e5925b19a&vjs=3,Legal Services NYC," The Receptionist/Intake Officer reports to the Director of Administration.
 Welcoming prospective clients and visitors to the office and directing them to the","New York, NY 10013 
(Tribeca area)","Posted
Posted 18 days ago",3.6,09/10/2022,
555,"New York, NY",social impact,Senior Policy Analyst,https://www.indeed.com/rc/clk?jk=a5333360f865313a&fccid=a5147c03ec5618f8&vjs=3,The AES Corporation," Review, research, analyze, and communicate the potential impact of clean energy and related policy proposals and decisions that may impact development of clean","Remote in New York, NY 10022","Posted
Posted 30+ days ago",4.1,09/10/2022,
556,"New York, NY",social impact,VIBE: Music Editor,https://www.indeed.com/rc/clk?jk=911e6c1cec193b94&fccid=4083e626b4e1171b&vjs=3,Penske Media," Collaborate with VIBE’s editorial, marketing/sales, social, and video teams on original and branded content projects as needed","New York, NY 10017 
(Midtown area)","Posted
Posted 30+ days ago",3.4,09/10/2022,
557,"New York, NY",social impact,"Talent Systems Specialist, Learning & Development",https://www.indeed.com/rc/clk?jk=816a93c734d5a413&fccid=2ae80f4147765b67&vjs=3,Ketchum," Workplace and off-site social gatherings.
 In this role, you will provide technical and administrative support for Ketchum’s talent systems, including the LMS,","New York, NY 10001 
(Garment District area)","Posted
Posted 30+ days ago",3.8,09/10/2022,
558,"New York, NY",social impact,"Deputy Editor, HearstMade",https://www.indeed.com/rc/clk?jk=27a85a74f1df4b88&fccid=02bd2bdda97deebf&vjs=3,Hearst Media Services, HearstMade is looking for a Deputy Editor to maintain the highest standards of writing for Hearst sites in partnership with our clients,"New York, NY 10019 
(Midtown area)","Posted
Posted 30+ days ago",3.5,09/10/2022,
559,"New York, NY",social impact,Operations Coordinator - AMS II,https://www.indeed.com/company/New-Visions-Charter-High-School-for-Advanced-Math-and-Science/jobs/Operation-Coordinator-d5336c59f8f4fe2f?fccid=9d5562cd9a982090&vjs=3,New Visions Charter High Schools: Operations &..., _New Visions provides a comprehensive and competitive compensation and benefits package in addition to the opportunity to make a significant impact on education,"Bronx, NY","Posted
Posted 30+ days ago",,09/10/2022,
560,"New York, NY",social impact,Information Technology Specialist (INFOSEC),https://www.indeed.com/rc/clk?jk=2576679cd8a4ef54&fccid=c3b8389ba1f05d96&vjs=3,U.S. Army Cyber Command, Review and evaluate the impact of new systems or system changes against DoD and Army IA/Cybersecurity configuration management,"Temporarily Remote in New York, NY","Posted
Posted 4 days ago",4.3,09/10/2022,
561,"New York, NY",social impact,"Associate Economist, Scenarios and Stress Testing",https://www.indeed.com/rc/clk?jk=20b807b3bf60c86f&fccid=aa709c86f5e2c58d&vjs=3,Oxford Economics," The successful candidate will have a strong foundation in economics and quantitative skills, with preferably a post – graduate level qualification in economics","New York, NY 10004 
(Financial District area)","Posted
Posted 30+ days ago",,09/10/2022,
562,"New York, NY",social impact,Executive Assistant,https://www.indeed.com/rc/clk?jk=6a232dcb3eef6a47&fccid=194470e07edcc4c3&vjs=3,Sesame Workshop," The Executive Assistant (EA) will report to the President of Sesame Workshop.
 The right candidate will be responsible for the coordination of calendars,","New York, NY 10023 
(Upper West Side area)","Posted
Posted 15 days ago",4.3,09/10/2022,
563,"New York, NY",social impact,Associate Analyst,https://www.indeed.com/rc/clk?jk=e6254b7abf3bc956&fccid=22647f9417ed9355&vjs=3,Strategic Energy Innovations," Support analysis of energy policy issues and evaluate impacts of policies to National Grid’s customers, operations, and financials (across electric distribution","Brooklyn, NY 11217 
(Boerum Hill area)","Posted
Posted 12 days ago",3.6,09/10/2022,
564,"New York, NY",social impact,"Manager, Treasury",https://www.indeed.com/rc/clk?jk=411d4454df5d0629&fccid=4f8daa48ef966ab5&vjs=3,Paramount," Using the FIS eBAM (bank account management) system, process global account maintenance and signer requests, prepare documentation, follow up with the financial","New York, NY 10036","Posted
Posted 6 days ago",3.5,09/10/2022,
565,"New York, NY",social impact,"Senior Manager, Market Engagement, Employment Branding & DEI...",https://www.indeed.com/rc/clk?jk=fe47a6032e14feb0&fccid=33b2d0072564c18e&vjs=3,HealthFirst," Conduct periodic reviews of effectiveness and impact of external partnerships and platforms; recommend new partners and/or strategies as needed, terminate non","Remote in New York, NY 10007","Posted
Posted 30+ days ago",3.4,09/10/2022,
566,"New York, NY",social impact,Executive Director,https://www.indeed.com/rc/clk?jk=8ea2c5460fecb5f7&fccid=d190ce5054fe7176&vjs=3,PGIM Real Estate," PGIM Real Estate’s Originations team engages in all aspects of the loan origination process.
 As an Executive Director, Originations, you would be directly","New York, NY 10036 
(Midtown area)","Posted
Posted 23 days ago",4.8,09/10/2022,
567,"New York, NY",social impact,Paralegal,https://www.indeed.com/rc/clk?jk=8d03edf64e7f05a7&fccid=a477bf7c87b05e26&vjs=3,Centric Brands," Draft correspondence for internal and/or external distribution.
 Prepare and arrange documents for signature by senior management","Hybrid remote in New York, NY 10118","Posted
Posted 30+ days ago",2.6,09/10/2022,
568,"New York, NY",social impact,Sales Planner,https://www.indeed.com/rc/clk?jk=1245758d96a78535&fccid=4f8daa48ef966ab5&vjs=3,Paramount," In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and","Hybrid remote in New York, NY 10019","Posted
Posted 16 days ago",3.5,09/10/2022,
569,"New York, NY",social impact,"Escalations Specialist, Canada Trust and Safety",https://www.indeed.com/rc/clk?jk=0c7acfe7c29ce8a9&fccid=caed318a9335aac0&vjs=3,TikTok," Knowledge of social media challenges and sensitivity to safety, regulatory, or compliance issues.
 Fluency in Canadian French and regional expertise in Canadian","New York, NY 10017 
(Midtown area)","Posted
Posted 30+ days ago",3.3,09/10/2022,
570,"New York, NY",social impact,Nextore - Project Supervisor,https://www.indeed.com/rc/clk?jk=63378b9ccc1427de&fccid=9c9a6306b7411bd6&vjs=3,LRNA Shared Services,"quisition ID: 766145 Position:Full-Time Total Rewards: Benefits/Incentive Information Luxottica is a global leader in the design, manufacture an","New York, NY 10018 
(Clinton area)","Posted
Posted 2 days ago",,09/10/2022,
571,"New York, NY",social impact,"Corporate Paralegal, Business & Legal Affairs",https://www.indeed.com/rc/clk?jk=97604dc0045838e4&fccid=4f8daa48ef966ab5&vjs=3,Paramount,"ramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwid","Hybrid remote in New York, NY 10036","Posted
Posted 16 days ago",3.5,09/10/2022,
572,"New York, NY",social impact,Development Director,https://www.indeed.com/rc/clk?jk=2e9db2cee6ce26a8&fccid=e8bd07c971144a70&vjs=3,Lawyers Alliance for New York,"velopment Director - Nonprofit Serving Nonprofits About Us Founded in 1969, Lawyers Alliance for New York is a leader in the field of business law an","Hybrid remote in New York, NY 10016","Posted
Posted 30+ days ago",,09/10/2022,
573,"New York, NY",social impact,"Change Manager, Content/IP Transformation, US",https://www.indeed.com/rc/clk?jk=919445967bc04181&fccid=7ca1385998532a85&vjs=3,Conde Nast,ndé Nast is a global media company producing the highest quality content with a footprint of more than 1 billion consumers in 32 territories through print,"New York, NY","Posted
Posted 12 days ago",4,09/10/2022,
574,"New York, NY",social impact,Digital Communications Leader,https://www.indeed.com/rc/clk?jk=eb5cdf031d879adc&fccid=1c76c3a36f6c7557&vjs=3,UBS,ited States - New York Marketing and Communications Group Functions Job Reference # 262593BR City New York Job Type Full Time Your role • Manag,"New York, NY","Posted
Posted 30+ days ago",3.8,09/10/2022,
575,"New York, NY",social impact,Event Services Manager,https://www.indeed.com/rc/clk?jk=2563531a38c9198b&fccid=4a58e879047f7cdb&vjs=3,Tishman Speyer,"R HISTORY The Rainbow Room, the quintessential New York venue, has been the site of some of the city's most celebrated events since first opening in 1934","New York, NY","Posted
Posted 11 days ago",3.9,09/10/2022,
576,"New York, NY",social impact,Lead Strategist,https://www.indeed.com/rc/clk?jk=fda8bdcfa5cb4f28&fccid=89c958f89a9991fd&vjs=3,SYLVAIN,"OUT SYLVAIN SYLVAIN (formerly Sylvain Labs) is a strategy and design consultancy that provokes progress for companies, people, and society at large. W","New York, NY 10002 
(Lower East Side area)","Posted
Posted 30+ days ago",,09/10/2022,
577,"New York, NY",social impact,Enrichment Specialist - Elementary,https://www.indeed.com/rc/clk?jk=7a4003f49ef239d3&fccid=197710bcdd4360b8&vjs=3,DREAM (Formerly Harlem RBI),"iginally founded in 1991 as Harlem RBI, DREAM has grown to annually serve more than 2,500 youth across East Harlem and the South Bronx through a network o","New York, NY 10454 
(Mott Haven area)","Posted
Posted 30+ days ago",3.9,09/10/2022,
578,"New York, NY",social impact,"Director of Operations (100% Virtual, Salaried)",https://www.indeed.com/rc/clk?jk=e5af6e078f6ccb68&fccid=c8f0689b6dc78538&vjs=3,Together Education,"sition: Director of Operations Location: Virtual (100% remote) Type: Full-Time, Salaried Position OVERVIEW OF NXU nXu (short for nexus) is a non-profi","Remote in Brooklyn, NY","Posted
Posted 30+ days ago",,09/10/2022,
579,"New York, NY",social impact,Field Service Diesel Engine Technician,https://www.indeed.com/rc/clk?jk=b94d3167e0921e0d&fccid=36ccedc5bfdf19b1&vjs=3,Cummins Inc.,eld Service Diesel Engine Technician Description We are looking for a talented Field Service Diesel Engine Technician to join our team specializing i,"Bronx, NY 10460 
(South Bronx area)","Posted
Posted 9 days ago",3.8,09/10/2022,
580,"New York, NY",social impact,VICE PRESIDENT FOR ARTICLE 28 HEALTH CENTERS,https://www.indeed.com/rc/clk?jk=0a993a4a3c97a1fc&fccid=0bab047950c603b2&vjs=3,Housing Works, is an essential job requirement to be fully vaccinated against COVID-19 for this role. If you need an accommodation of any kind for religious or disabilit,"Brooklyn, NY 11201","Posted
Posted 10 days ago",3.6,09/10/2022,
581,"New York, NY",social impact,Supervisory Biomedical Engineer,https://www.indeed.com/rc/clk?jk=88601225133c64b9&fccid=02c3642d72b15da7&vjs=3,US Veterans Health Administration,ties The Healthcare Technology Management Service Chief (Chief HTM) is responsible for the professional and administrative management at a Level ,"Temporarily Remote in New York, NY 10468","Posted
Posted 30 days ago",3.8,09/10/2022,
